Data;DB44;DB44S;DC35A;DC36A;DC36G;DFN41;DFN43;DFN44;DFX41;DFX43;DFX44;EB100;EB100C;EB10C;EB10K;FE19;FE23;FE27;FEI19;FEI19T;FEI23;FEI23T;FEI27;FEI27T;GrandTotal;H330;H440;H550;HI330;HI330T;HI440;HI440T;HI550;HI550T;IB44S;IB45;IB45S;IB51;IB51S;IB54;IB54B;IB54S;IB55;IB55S;IB6;IB6B;IB6S;IB7;IB7B;IB7BT;IB7S;IB7ST;IB7T;IF41;IF41 ;IF41B;IF41S;IF41S ;IF43;IF43B;IF43S;IF44;IF44 ;IF44S ;IF45;IF45S;IF46;IF46S;IF55;IF55B;IF55S;IF56B;IM7;IM7B;IM7S;IM8;IM8B;IM8IS;IM8S;IQ8IB;IQ8IS;IQ8S;IQ8WS;IT55;IT55S;IT56;IT56S;IT70;IT70B;IT70S;IW43S;IW45S;IW46S;RE120;RE31;RE32;RE32G;RE80;RFE39;RowLabels;TC41;TC41S;TC42;TC42S;TC44;TC44S;TC45;TC45S;TC56;TC56S;TF38;TF38S;TF39;TF39S;TF40;TF40S;TF41;TF41B;TF41S;TF44;TF44B;TF44S;TF55;TF55S;TF56;TF56S;TF70;TF70S;TF71;TF71B;TF71S;Miniload;Unitload
19/12/2025;0;0;908;0;0;3;0;0;1234;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1056;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;0;90;0;445;0;0;0;3;0;0;0;0;936;0;23;0;0;0;0;880;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1292;0;0;0;0;19;837;0;0;0;6257;1127
18/12/2025;0;0;627;0;0;584;0;0;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;504;0;0;0;0;0;42;0;0;0;0;1180;0;2;0;0;0;0;799;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1093;0;0;0;0;185;778;0;0;0;6553;1105
17/12/2025;0;0;0;0;0;32;0;1;458;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;2;434;0;1;0;0;0;19;0;0;0;0;248;0;681;0;0;0;0;837;0;0;0;0;0;0;0;710;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;226;810;0;0;0;0;687;0;0;0;2;6050;1162
16/12/2025;0;0;0;0;0;0;0;71;6;1271;1;0;0;0;0;0;0;0;8;0;2;0;4;0;0;0;0;0;1187;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;411;0;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;0;472;0;1;0;0;0;0;0;0;0;0;1;1;1347;0;0;0;0;862;0;0;0;0;0;0;0;851;144;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1176;0;0;0;0;0;0;787;0;0;0;115;6316;1259
15/12/2025;0;0;0;0;0;11;0;941;1226;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1107;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;352;2;357;0;192;0;0;0;0;0;0;0;0;201;0;1175;0;0;0;0;892;0;0;0;0;0;0;0;1064;333;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;845;5962;1033
13/12/2025;0;0;0;0;0;1173;0;900;37;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1116;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;8;373;24;0;0;533;0;0;0;0;0;0;0;0;748;2;443;0;0;0;0;844;0;0;0;0;0;0;0;934;0;0;0;23;0;0;0;0;0;0;0;0;0;2;0;149;1;0;0;0;0;0;0;0;0;6;1;789;6299;1122
12/12/2025;0;0;0;0;0;161;0;903;925;0;1;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;1131;0;72;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;106;0;0;999;0;0;0;0;0;0;0;0;1;119;0;0;0;0;0;0;0;0;0;0;0;0;166;129;385;0;0;51;0;1;0;0;0;0;0;0;119;1;1165;0;0;0;0;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;114;0;1323;3;0;0;0;0;0;0;1;1;12;0;885;6431;1378
11/12/2025;0;0;0;0;0;1;0;222;0;0;650;0;0;0;0;0;0;0;770;0;0;0;0;0;0;0;0;0;0;0;1199;0;1;0;0;0;0;0;0;0;0;0;98;3;1;0;0;2;6;0;969;0;0;0;0;0;0;0;0;0;1227;0;0;0;0;0;2;1;0;0;0;0;0;351;1;512;1;1;0;22;4;0;0;0;0;0;0;1;288;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;2;0;0;0;1412;1;0;1;0;0;0;0;0;0;0;2;569;0;177;6390;1200
10/12/2025;0;0;0;0;0;7;0;0;0;0;2;0;0;0;9;0;0;0;882;0;0;0;8;0;0;0;0;0;0;0;1190;0;0;0;0;0;0;2;0;0;0;0;411;609;0;0;0;8;2;0;133;0;0;0;0;0;0;0;1;2;1244;0;0;0;0;0;0;0;0;0;0;0;0;269;0;358;0;15;13;10;30;0;0;0;0;0;0;0;1247;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1208;0;0;0;0;0;12;0;0;0;903;1;0;130;0;0;0;0;0;0;4;8;890;5;0;6322;1332
09/12/2025;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;843;0;0;0;4;0;0;0;0;0;1;0;1055;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;440;0;670;0;0;3;0;0;4;0;1;6;1340;5;0;4;0;0;0;7;0;0;0;0;3;311;1;0;0;99;458;0;0;0;0;0;0;0;0;1;1170;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597;302;36;1420;0;0;0;0;0;0;136;0;969;0;7;6279;1192
08/12/2025;0;0;0;0;0;122;0;1;0;0;78;1;0;0;0;0;0;0;765;0;0;0;81;0;0;0;0;0;0;0;0;0;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;552;0;1;0;0;5;0;9;4;0;1;651;496;4;0;4;0;0;3;3;0;0;0;0;167;96;4;0;0;31;551;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;792;1204;0;0;0;0;0;0;1138;0;222;5;924;5296;1033
06/12/2025;0;0;0;0;0;1363;0;0;0;0;885;3;0;0;0;0;0;0;0;0;0;0;794;0;0;0;0;0;0;0;0;0;1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;3;0;0;0;0;433;0;3;0;0;0;1038;0;0;1;0;0;0;0;0;0;0;0;0;0;1126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;0;141;371;6135;1237
05/12/2025;0;0;0;0;0;1215;239;1;0;0;928;24;0;0;0;0;0;0;0;0;1;0;775;0;0;0;0;0;0;0;0;0;1116;0;0;0;0;0;0;0;0;0;0;0;89;0;10;966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;864;517;0;0;0;0;357;0;167;0;0;2;1176;0;0;33;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;548;1;0;546;0;6454;1257
04/12/2025;0;0;0;0;0;1368;0;2;0;0;784;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1095;0;0;0;0;0;0;0;0;0;0;0;718;0;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1170;0;0;0;0;0;0;496;0;0;0;971;0;0;161;0;0;0;0;0;0;0;2;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;2;0;0;0;0;0;3;0;0;0;0;0;0;543;6;1;561;2;6777;1121
03/12/2025;0;0;0;0;0;1354;0;68;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;1;0;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;0;0;0;0;0;0;479;0;0;2;890;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;162;670;0;0;0;0;0;0;0;0;0;0;0;0;150;406;0;558;1;6775;1170
02/12/2025;0;0;0;0;0;1299;0;972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1019;0;0;0;0;0;0;0;0;0;0;0;0;0;1077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452;0;768;1;156;0;0;121;0;0;0;0;0;1;0;4;0;0;0;0;937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;571;0;559;5;6400;1169
01/12/2025;0;0;0;0;0;1192;0;808;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;895;0;0;123;0;0;0;0;0;0;0;146;0;0;0;0;743;0;0;0;0;0;0;0;3;0;0;0;3;2;0;0;760;571;0;0;0;0;2;0;0;139;1;0;0;0;0;0;0;327;93;412;2;5603;1113
28/11/2025;0;0;0;0;0;1490;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;905;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;1;0;1;1057;0;0;0;0;0;0;0;0;0;0;653;0;0;0;0;897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;927;1;0;0;0;0;0;0;0;1381;0;0;0;0;0;0;0;0;851;448;1;6081;1674
27/11/2025;0;0;0;0;0;682;0;0;909;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;686;66;2;13;980;0;0;0;0;0;0;0;0;1;0;688;0;0;0;0;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935;0;0;0;0;0;0;0;0;1403;0;0;0;0;0;0;0;0;925;423;18;6171;1698
26/11/2025;0;0;1;0;0;0;0;0;1504;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;581;529;254;69;113;0;0;0;0;0;0;0;0;3;0;616;0;0;0;0;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718;227;0;0;0;0;0;0;0;1313;0;1;0;0;0;0;0;0;850;0;503;6145;1556
25/11/2025;0;0;74;0;0;1;0;0;1488;6;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1183;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;421;250;1;0;0;1002;0;0;0;0;0;0;0;0;16;0;458;0;0;0;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;0;0;0;0;1;5;0;1412;0;0;0;0;0;0;0;1;907;0;685;6219;1540
24/11/2025;0;0;943;0;0;222;0;0;893;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;653;0;3;0;999;0;0;1;0;0;0;0;0;390;0;14;0;0;0;0;772;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;38;32;37;1305;0;2;0;0;0;0;0;2;817;0;565;5307;1194
20/11/2025;0;0;1208;0;0;981;0;0;91;365;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;497;0;4;0;1145;0;0;13;0;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;0;0;0;0;0;1152;0;2;0;0;0;0;0;135;724;0;619;5838;1510
19/11/2025;0;0;1171;0;0;2;0;0;2;1352;0;0;0;0;0;0;0;0;0;0;1;0;20;0;0;0;0;0;1133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;1;0;989;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;685;0;0;0;0;0;0;0;0;0;0;0;14;96;0;0;0;0;0;5;0;0;0;0;1;428;0;630;0;0;0;0;0;667;0;0;448;6327;1474
18/11/2025;0;0;1225;0;0;3;0;0;3;1326;0;0;0;0;0;0;0;0;0;0;0;0;801;0;0;0;0;0;1204;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;347;778;0;15;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;347;0;642;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;751;319;0;0;0;0;0;0;0;0;0;1;0;0;0;101;0;0;0;0;0;627;0;24;410;6336;1298
17/11/2025;0;0;1146;0;0;158;0;0;703;362;0;0;0;0;0;0;0;0;1;0;11;0;854;0;0;0;0;0;1124;0;9;0;4;0;0;0;0;0;1;0;0;0;0;7;1;0;1;46;0;0;982;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;38;0;423;0;807;0;178;0;1;81;0;0;0;0;0;90;0;0;0;0;0;0;4;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1168;0;0;0;0;0;564;0;293;0;4583;1193
15/11/2025;0;0;0;0;0;1124;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;2;0;0;0;0;0;0;0;0;0;0;0;866;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;197;48;0;0;1;1;550;0;4;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1366;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;155;2;712;0;0;0;0;3;1097;5;0;10;5474;1537
14/11/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808;0;0;0;0;0;1116;0;76;0;0;0;0;0;0;414;628;0;0;0;0;112;0;0;0;4;0;0;0;0;0;0;16;0;0;9;2;141;1114;0;13;12;0;0;0;6;0;0;0;0;1;239;1;4;123;6;382;0;35;0;1;0;0;0;0;1275;1;0;0;0;0;0;5;0;0;0;0;0;0;0;1174;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;1;790;57;0;0;0;0;0;336;518;0;0;0;5809;1584
13/11/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;829;0;0;0;0;0;0;0;1173;0;0;0;0;0;0;0;0;0;0;0;4;1110;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1341;0;0;0;0;0;0;0;0;0;0;0;1;250;0;6;584;9;0;0;1;0;20;0;0;0;0;1316;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1403;3;0;282;600;0;0;0;0;0;905;0;0;0;1;5912;1486
12/11/2025;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;26;0;99;0;720;0;0;0;0;0;0;0;1161;0;5;0;0;0;0;0;0;0;0;0;453;587;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1230;0;0;0;0;0;0;0;0;0;0;0;0;218;0;23;378;31;10;0;0;0;32;0;0;0;0;496;845;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1337;137;1;977;0;1;0;0;0;0;887;0;3;0;1;6557;1716
11/11/2025;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;783;0;2;0;0;0;0;0;0;0;1070;0;95;0;0;0;0;0;0;0;0;0;962;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;2;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;234;4;399;0;133;1;0;0;0;0;0;0;0;0;2;1240;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623;190;477;874;0;51;0;0;0;0;782;0;134;0;0;5657;1476
10/11/2025;0;0;0;0;0;7;0;1;0;0;56;4;0;0;0;0;0;0;11;0;896;0;3;0;0;0;0;0;0;0;0;0;1114;0;0;0;0;0;0;0;0;0;0;0;139;0;994;0;0;0;0;0;0;0;0;0;0;0;1119;0;123;0;0;0;0;0;0;88;0;0;0;0;54;160;0;253;0;54;179;1;0;0;0;0;0;0;0;748;140;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1358;0;0;1;0;809;0;0;0;0;0;0;1262;1;91;5229;1325
08/11/2025;0;0;0;0;0;101;0;0;0;0;844;0;0;0;0;0;0;0;73;0;681;0;0;0;0;0;0;0;0;0;0;0;1135;0;0;0;0;0;0;0;0;0;0;0;1050;0;67;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1175;0;0;0;0;233;0;10;0;0;0;551;1;12;0;0;0;0;0;0;591;0;185;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1147;0;0;0;0;0;0;0;0;0;0;0;3;1;1103;6297;1514
07/11/2025;0;0;0;0;0;1357;0;474;37;1;516;0;0;0;0;0;0;0;876;0;0;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;0;0;0;0;0;0;0;1115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1340;0;0;0;0;15;0;248;0;0;0;529;1;74;0;0;0;0;0;0;0;0;902;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1348;6061;1500
06/11/2025;0;0;0;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;841;0;0;0;1;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;0;0;1;0;1030;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;316;0;0;0;0;0;0;188;0;0;0;550;32;45;0;0;0;0;0;0;0;0;897;0;0;1043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;302;1211;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;910;401;6616;1645
05/11/2025;0;0;1;0;0;0;0;698;0;0;233;0;0;0;0;0;0;0;806;0;0;0;2;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1124;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;0;0;0;0;0;0;173;0;0;0;596;77;0;0;0;0;0;0;0;0;0;871;0;0;1332;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;696;756;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;1322;0;6550;1586
04/11/2025;0;0;127;0;0;0;0;0;0;0;977;0;0;0;0;0;0;0;819;0;1;0;1;0;0;0;0;0;0;0;0;0;1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1189;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1305;0;0;0;0;6;0;152;0;0;0;511;27;0;0;0;0;0;0;0;11;0;947;0;0;78;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1375;0;1;6388;1393
03/11/2025;0;0;1224;0;0;0;0;2;0;0;976;18;0;0;0;0;0;0;704;0;1;0;0;0;0;0;0;0;0;0;0;0;1171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;612;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1197;84;0;0;0;0;251;0;5;0;0;0;618;0;0;0;0;0;0;0;0;0;0;824;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;151;1;1010;0;0;5601;1176
01/11/2025;0;0;1644;0;0;0;0;9;1;0;1041;694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;4;0;0;0;0;586;0;7;0;0;0;1211;0;0;0;0;0;0;0;0;0;0;654;0;0;0;0;343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;793;2;0;0;0;6160;1467
31/10/2025;0;0;1199;0;0;0;0;771;0;0;42;474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;603;0;0;0;0;42;0;543;0;0;2;878;2;0;0;0;0;0;0;0;0;0;328;0;0;1;0;1247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;117;218;0;0;0;5663;1694
30/10/2025;0;0;1406;0;0;0;0;1061;0;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418;0;0;0;0;0;0;697;0;0;0;1105;0;0;0;0;0;0;0;0;1;0;570;0;0;0;0;1543;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;64;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;578;0;0;3;6716;1688
29/10/2025;0;0;0;0;0;0;0;910;1;0;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;207;0;981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1347;0;0;0;0;0;0;709;0;0;0;1076;0;0;0;0;0;0;0;0;0;0;539;0;0;0;0;1299;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;884;0;0;0;0;0;1;102;1;0;0;0;0;0;0;378;232;0;0;0;6828;1536
28/10/2025;0;0;0;0;0;0;0;883;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1340;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1380;0;0;0;0;0;0;680;0;91;0;992;0;0;0;0;0;0;0;0;0;0;471;0;0;0;0;930;0;0;0;0;0;0;0;2;0;0;0;71;0;0;0;0;0;0;0;0;0;1;363;1034;3;0;0;0;0;0;0;30;507;0;0;5;6603;1662
27/10/2025;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;106;0;0;0;0;0;0;0;0;0;988;0;0;0;0;1;0;0;0;0;0;0;8;0;11;1;1125;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1315;0;0;0;0;1;1;657;0;0;0;1048;2;0;0;0;0;0;0;0;0;0;525;0;0;0;0;638;0;0;0;0;0;0;0;145;34;0;0;857;0;0;0;0;0;2;0;0;0;0;2;1260;0;0;92;0;0;0;0;0;435;2;0;143;5371;1525
24/10/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;838;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1189;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1336;0;0;0;0;0;170;169;0;0;0;511;5;10;5;0;0;0;0;0;133;0;770;0;0;0;0;0;0;0;0;0;0;0;0;1340;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;897;0;0;0;0;0;0;0;5;1354;4615;1550
23/10/2025;0;0;0;0;0;106;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;776;0;0;0;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1141;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1306;0;0;0;0;0;73;235;1;0;0;471;0;0;0;0;0;0;0;0;952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;494;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;545;1;267;0;0;0;0;0;0;0;0;1226;5890;1603
22/10/2025;0;0;0;0;0;1469;0;0;1;0;0;0;0;0;0;0;0;0;11;0;1;0;741;0;0;0;0;0;12;0;0;0;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1160;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;560;767;0;0;0;0;0;0;336;0;0;0;531;0;0;0;0;0;0;0;0;1031;231;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;776;0;0;0;0;0;0;0;1;0;0;352;0;562;0;0;0;0;0;0;0;0;105;6729;1687
