Data;DB44;DB44S;DC35A;DC36A;DC36G;DFN41;DFN43;DFN44;DFX41;DFX43;DFX44;EB100;EB100C;EB10C;EB10K;FE19;FE23;FE27;FEI19;FEI19T;FEI23;FEI23T;FEI27;FEI27T;GrandTotal;H330;H440;H550;HI330;HI330T;HI440;HI440T;HI550;HI550T;IB44S;IB45;IB45S;IB51;IB51S;IB54;IB54B;IB54S;IB55;IB55S;IB6;IB6B;IB6S;IB7;IB7B;IB7BT;IB7S;IB7ST;IB7T;IF41;IF41 ;IF41B;IF41S;IF41S ;IF43;IF43B;IF43S;IF44;IF44 ;IF44S ;IF45;IF45S;IF46;IF46S;IF55;IF55B;IF55S;IF56B;IM7;IM7B;IM7S;IM8;IM8B;IM8IS;IM8S;IQ8IB;IQ8IS;IQ8S;IQ8WS;IT55;IT55S;IT56;IT56S;IT70;IT70B;IT70S;IW43S;IW45S;IW46S;RE120;RE31;RE32;RE32G;RE80;RFE39;RowLabels;TC41;TC41S;TC42;TC42S;TC44;TC44S;TC45;TC45S;TC56;TC56S;TF38;TF38S;TF39;TF39S;TF40;TF40S;TF41;TF41B;TF41S;TF44;TF44B;TF44S;TF55;TF55S;TF56;TF56S;TF70;TF70S;TF71;TF71B;TF71S;Miniload;Unitload
04/03/2026;0;0;0;0;0;0;0;0;0;0;0;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1115;0;0;0;2;0;0;0;0;0;1;0;0;0;0;90;0;1265;0;0;1356;0;0;0;0;0;0;233;3;0;0;26;479;31;0;0;0;0;0;0;0;96;0;989;0;0;0;0;1567;0;0;0;0;0;0;0;1015;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1022;0;77;5578;1190
03/03/2026;0;0;0;0;0;0;0;0;0;0;0;587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;769;187;0;91;0;6;0;0;4;0;0;1;0;0;0;0;1396;0;0;0;0;1262;0;0;0;0;0;0;64;208;0;0;87;535;0;0;0;0;0;0;0;0;1081;2;2;0;0;0;0;1432;0;0;0;0;0;0;0;478;415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1095;6934;1366
02/03/2026;0;0;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;322;0;923;0;0;117;0;0;100;0;0;0;0;1370;0;0;0;0;1000;0;0;0;0;0;0;0;281;0;0;51;569;0;0;0;0;0;0;0;0;685;91;13;0;0;0;0;1408;0;0;0;0;0;0;0;0;858;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8;1;782;5765;1204
01/03/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;0;0;240;0;261;0;0;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;59;671;149
28/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949;0;0;800;0;0;869;0;0;0;0;856;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;611;0;0;0;0;0;0;0;0;0;742;0;0;0;0;0;659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757;1;0;5607;1228
27/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1316;0;0;1116;0;0;1160;0;0;0;0;1164;0;14;0;0;1;0;0;0;0;0;0;0;282;0;0;0;645;0;0;1;0;0;0;0;0;0;1097;5;0;0;0;0;878;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1041;1;0;5905;1310
26/02/2026;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;73;0;0;0;0;0;0;0;0;0;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1246;0;0;585;0;0;1658;0;0;0;0;1172;0;1;0;0;0;1;0;0;0;0;0;0;257;0;0;0;613;1;0;0;0;0;0;0;0;1;1084;9;0;0;0;0;605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1119;0;1;5700;1342
25/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;713;0;0;0;0;0;0;0;0;0;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1262;0;0;0;0;0;2225;0;0;0;0;1151;0;2;0;0;7;2;0;0;0;0;0;0;255;0;0;0;593;0;0;3;0;0;0;0;0;1;71;1004;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1071;0;0;5593;1346
24/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;376;0;881;0;0;119;0;0;2071;0;0;0;0;1120;0;7;0;0;5;1;0;0;0;0;0;0;292;0;0;0;524;1;0;80;0;0;0;0;0;1;17;1062;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;9;1161;0;1;5597;1278
23/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;759;0;0;0;0;0;0;0;0;0;984;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;249;0;709;0;0;749;0;0;912;0;0;0;0;1051;0;0;0;0;83;5;0;0;0;0;0;0;253;0;0;2;549;42;0;13;2;0;0;0;0;18;0;916;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;915;0;2;4983;948
21/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;783;0;0;0;0;0;0;0;0;0;972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1121;0;0;0;0;0;0;0;0;0;0;1329;0;0;0;0;1001;2;0;0;0;0;0;0;246;0;0;0;561;6;0;0;0;0;0;0;0;0;0;983;0;0;0;0;0;0;0;0;0;0;0;0;5;847;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967;0;8;6004;1421
20/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;60;0;602;0;0;0;0;0;0;0;0;0;1100;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;1059;0;0;0;0;0;0;0;0;0;0;1369;0;5;0;0;1254;17;0;0;0;0;1;0;272;0;0;0;554;37;0;0;31;0;0;0;0;0;0;1093;0;0;1;0;0;0;0;0;0;0;0;0;676;245;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;1076;0;8;5980;1207
19/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;0;0;0;0;0;0;0;2;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;253;0;745;0;0;0;0;0;0;0;0;0;1;252;0;1178;0;0;86;1139;0;0;0;0;3;2;248;0;0;21;469;0;0;0;35;0;0;0;0;0;372;608;0;0;1;0;2;0;0;0;0;0;0;0;955;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;6;850;4;0;5222;1254
18/02/2026;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;8;0;863;0;0;0;0;0;0;0;37;0;0;0;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;984;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1236;0;0;1;1224;0;0;0;0;1;178;63;0;0;76;524;0;0;0;0;0;0;0;0;1;814;0;0;0;0;0;8;0;0;0;0;0;0;0;769;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;584;250;2;5524;972
13/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;685;0;0;0;0;0;0;0;1087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1049;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1132;0;0;0;1259;0;0;0;0;0;270;0;0;1;77;549;0;0;0;0;0;0;0;0;369;471;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1136;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;370;851;6372;1247
12/02/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804;0;1;0;0;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;614;176;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1115;0;0;0;1185;0;0;0;0;0;173;102;0;1;82;540;0;0;0;0;0;0;0;0;663;0;1;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1094;10;0;0;0;0;0;0;2;4;0;2;0;0;0;0;1;4;1;0;1026;5641;1151
11/02/2026;0;0;58;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;717;0;0;0;0;0;0;0;0;0;891;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;641;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;184;0;0;0;681;0;0;0;0;0;0;243;0;11;65;488;0;0;0;0;0;0;0;0;529;0;0;0;0;417;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;407;0;0;0;0;1;0;127;959;0;0;0;0;0;0;0;0;2;0;1090;6033;1118
10/02/2026;0;0;947;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;644;0;0;0;3;0;0;0;0;0;1075;0;0;0;0;0;0;0;0;4;130;0;0;0;0;0;0;0;0;934;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;0;533;72;14;0;0;0;0;0;0;0;0;871;0;3;0;0;0;0;37;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;1316;1424;0;0;0;0;0;0;0;1;0;0;1284;5673;1314
09/02/2026;0;0;973;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1042;0;7;0;0;0;0;0;0;3;937;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;70;0;166;0;511;32;10;0;0;0;0;0;0;0;0;838;0;0;0;0;1;0;895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;1;455;1411;0;0;0;0;0;0;0;3;0;0;1270;5404;1028
07/02/2026;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;22;12;549;0;0;0;0;0;0;0;0;769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1255;1;0;1315;0;11;0;0;0;0;1;157;0;0;975;5209;1183
06/02/2026;0;0;950;0;0;0;0;0;0;0;0;15;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;953;0;0;0;0;0;4;0;0;0;0;0;5;0;0;178;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;285;0;0;0;0;83;526;0;0;0;0;0;0;0;0;787;5;0;0;0;0;0;1469;0;0;0;0;0;0;0;0;0;0;0;70;33;0;0;0;0;0;0;0;0;1002;48;0;168;0;1073;0;0;0;0;2;1175;0;0;0;5701;1287
05/02/2026;0;0;793;0;0;0;0;0;0;0;0;348;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1058;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1279;0;1;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;433;0;77;0;0;69;1088;0;0;0;0;0;0;0;0;453;0;0;0;0;0;0;1463;0;0;0;0;0;0;0;0;0;0;0;0;825;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;180;513;0;2;0;5784;1233
04/02/2026;0;0;959;0;0;0;0;0;0;0;0;496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;830;2;0;0;0;0;0;80;0;0;0;0;0;6;0;0;1063;0;99;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;536;0;2;0;1252;0;0;0;0;0;0;0;0;408;0;11;0;0;0;0;1440;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1414;0;0;0;0;608;0;0;0;1;5998;1239
03/02/2026;0;0;738;0;0;0;0;0;0;0;0;510;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842;251;0;0;0;0;0;0;0;1313;0;0;1;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;546;0;9;0;1159;0;0;0;0;0;0;0;0;5;0;450;0;0;0;0;1468;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1216;0;0;0;0;682;0;0;2;0;6146;1128
02/02/2026;0;0;1;0;0;0;0;0;0;0;0;426;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;203;0;0;0;113;0;0;888;0;0;291;0;0;0;0;4;0;1047;0;0;0;0;0;0;0;0;0;0;546;0;1137;0;104;0;0;0;0;0;0;0;0;1;0;413;0;0;0;0;1181;0;0;0;0;0;0;0;666;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;0;0;0;453;0;0;126;0;5196;973
30/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;836;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1169;0;0;89;0;0;913;0;0;0;0;2;0;1286;0;0;0;1;0;0;0;0;0;0;503;0;1218;0;5;0;0;0;0;0;0;0;0;0;0;422;0;0;0;0;962;0;0;0;0;0;0;0;966;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;0;0;0;0;0;0;0;576;0;5531;1140
29/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1084;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1177;0;0;839;0;0;0;0;0;0;0;13;0;914;0;0;0;0;0;0;0;0;0;0;514;0;1172;0;3;0;0;0;0;0;0;0;0;1;0;468;0;0;0;0;912;0;0;0;0;0;0;0;1402;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;5;665;0;5667;1342
28/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;0;902;0;37;0;0;0;0;0;0;0;0;0;0;529;0;1061;0;157;0;0;0;0;0;0;0;0;0;0;438;0;0;0;0;878;0;0;0;0;0;0;0;1361;0;0;0;0;0;0;0;0;0;0;0;0;0;1056;1;0;1;0;0;0;0;0;0;0;0;533;54;0;5719;1228
27/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;1144;0;0;0;0;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;513;0;2;0;1217;0;0;0;0;0;0;0;0;1;2;455;0;0;0;0;875;0;0;0;0;0;0;0;1261;0;0;0;0;0;0;0;0;0;0;0;0;0;1191;0;0;74;0;2;0;0;0;0;0;0;697;0;0;5673;1134
26/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;17;0;0;0;0;0;0;0;1014;0;52;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1027;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;535;0;0;0;1219;0;0;0;0;0;0;0;0;1;3;411;0;0;0;0;840;0;0;0;0;0;0;0;1202;0;0;0;0;0;0;0;0;0;0;0;0;0;1192;0;0;1027;0;163;0;0;0;0;0;1;631;0;0;5626;1087
24/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;77;0;1048;0;0;0;0;0;0;0;0;64;0;350;0;0;0;0;0;0;0;0;0;0;0;0;995;0;0;0;0;0;0;0;0;0;0;0;0;0;1016;1;0;3;0;1017;0;0;0;0;0;0;600;0;0;4970;834
23/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1135;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;2;0;896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;513;0;1196;0;1;0;0;0;0;0;0;0;0;57;0;403;0;0;0;0;871;0;0;0;0;0;0;0;635;489;0;0;3;0;0;0;0;1;0;0;0;0;1291;0;3;1073;0;84;0;0;0;0;0;0;626;0;0;5546;997
22/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;97;0;4;0;0;0;0;0;0;0;1077;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1080;0;188;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531;0;1143;25;36;0;0;0;0;0;0;0;0;0;0;503;0;0;0;0;733;0;0;0;0;0;0;0;0;978;0;0;0;1;0;0;1;100;0;0;0;0;1048;0;13;1086;0;11;0;0;0;0;0;0;504;0;0;5770;1060
21/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;599;0;112;0;0;0;0;0;0;0;981;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;923;234;0;3;0;0;143;0;0;141;0;0;0;0;5;0;6;0;0;0;0;0;0;0;0;0;1;251;0;0;54;490;0;0;0;0;0;0;0;0;1;3;986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;944;0;0;0;0;3;2;650;978;0;12;0;0;0;0;0;0;964;0;0;6004;1033
20/01/2026;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;814;0;0;0;0;0;0;0;971;0;71;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1203;0;0;2;0;0;0;0;0;0;0;0;0;0;139;0;138;0;0;0;1;0;0;0;0;0;0;266;0;0;42;585;0;1;0;0;0;0;0;0;0;71;870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;960;0;0;0;0;0;91;969;571;0;0;0;0;0;0;1;1;974;0;0;5703;1229
19/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;732;0;0;0;0;0;0;0;0;0;881;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1156;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;257;0;0;68;491;1;0;0;1;0;0;0;0;1;1037;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1115;1;0;0;1;1138;0;0;0;0;2;696;338;0;0;2;0;0;0;0;3;0;1051;0;2;5257;985
17/01/2026;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;342;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1115;0;0;0;1;1111;0;0;0;0;6;0;959;0;0;4;0;0;0;0;245;0;356;3;6;3838;919
16/01/2026;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;981;0;0;0;0;0;998;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;242;0;0;29;461;4;0;0;22;0;0;0;0;130;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1076;1;0;0;2;1129;0;0;0;0;242;0;829;0;0;0;0;0;0;0;0;0;413;0;525;5057;1134
15/01/2026;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;800;0;0;0;0;0;0;0;0;0;6;0;0;0;1035;0;0;0;0;0;985;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;12;286;0;1;0;416;66;0;0;3;0;0;0;0;1001;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1101;49;0;0;293;840;0;0;0;0;1105;0;0;1;0;4;0;0;0;0;3;0;1;0;986;5432;1228
14/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;867;0;0;0;0;0;0;0;0;0;0;0;0;0;891;0;0;0;0;3;963;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;271;0;0;2;0;396;38;0;0;0;0;0;0;0;979;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;976;0;0;1136;0;0;0;0;0;749;0;0;111;0;0;0;0;0;0;0;0;2;0;1009;5341;1137
13/01/2026;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;670;0;0;0;0;0;0;0;0;0;0;0;0;0;910;0;0;0;0;192;858;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1101;0;0;0;0;0;0;1;0;0;0;0;6;355;0;0;14;0;498;0;0;0;0;0;0;0;0;976;0;0;0;0;124;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;0;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;1;0;3;0;1025;5516;1212
12/01/2026;0;0;0;0;0;0;0;0;0;0;0;7;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;722;0;0;0;0;974;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;340;5;0;0;530;0;28;0;0;0;0;0;0;0;0;842;0;1;0;0;1076;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1111;0;0;0;0;0;0;0;0;1129;0;0;0;0;0;0;112;0;0;0;956;5449;969
10/01/2026;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;904;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1079;0;0;0;0;318;0;1;0;496;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0;0;0;0;0;1050;0;8;0;0;0;0;757;0;0;3;742;5113;983
09/01/2026;0;0;915;0;0;0;0;0;0;0;0;456;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;815;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1295;0;0;0;0;335;0;5;0;494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0;1101;0;0;0;0;844;15;0;225;669;5599;1053
08/01/2026;0;0;936;0;0;0;0;0;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;226;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;1220;0;0;0;0;281;0;82;0;535;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1369;0;0;0;0;656;10;3;983;0;6162;1124
07/01/2026;0;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1181;0;0;0;0;0;0;0;304;0;413;0;67;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1243;0;0;0;0;66;541;0;844;0;5968;1125
06/01/2026;0;0;899;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155;0;0;0;0;0;0;0;347;0;0;0;544;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1307;0;0;0;0;0;563;0;671;0;6491;982
05/01/2026;0;0;833;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0;0;0;0;0;0;0;222;0;0;0;413;0;0;0;0;0;0;0;0;624;0;0;0;0;0;0;777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1238;0;0;0;0;0;436;0;0;0;5124;784
