NC Type;Reason Code;Root Cause;Line;Work Center;Work Center;Equipment;Order #;Product #;Description;Data_Normalizada;Hora_Normalizada;Turno;Obs Turno;Temperatura (°C) Inst.;Temperatura (°C) Máx.;Temperatura (°C) Mín.;Umidade (%) Inst.;Umidade (%) Máx.;Umidade (%) Mín.;Pto. Orvalho (°C) Inst.;Pto. Orvalho (°C) Máx.;Pto. Orvalho (°C) Mín.;Pressão (hPa) Inst.;Pressão (hPa) Máx.;Pressão (hPa) Mín.;Pressão (hPa) Vel. (m/s);Vento Dir. (°);Vento Raj. (m/s);Radiação Kj/m²;Chuva mm
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178532;924263147;IF46S;11/jun/26;3:08 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SOLTO;L2;Internal Components;IC;1L2WC07_506_4510;310178958;924263311;IB51;11/jun/26;3:08 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;3:09 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;3:09 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L1;Internal Components;IC;1L1WC10_509_7400;310178534;924263164;TF70S;11/jun/26;3:10 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;MAL ENCAIXADO;L2;Refrigerator Door;RD;1L2WC11_510_8525;310178533;924263147;IF46S;11/jun/26;3:15 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SOLTO;L3;Gas Load and Test;GLT;;310178540;924263179;TF38;11/jun/26;3:17 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;CA;2L5WC05_504_3420;310178636;900277851;IM7S;11/jun/26;3:19 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;3:20 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO ENTRE PERFORMANCE E TESTE VAZ. LINHA 5;RISCADO;L5;Refrigerator Door;RD;;310178611;900277742;IM8B;11/jun/26;3:20 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. DELTA T);MAL CONECTADO;L1;Cabinet Assembly;CA;;310178639;924263168;TF71B;11/jun/26;3:22 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;CA;2L5WC05_504_3420;310178611;900277742;IM8B;11/jun/26;3:24 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. DELTA T);REPROVADO OPERACIONAL;L1;Performance Test;PT;;310178534;924263164;TF70S;11/jun/26;3:31 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAIDA TABLADO PISO INFERIOR L4;DESLOCADO;L4;Cabinet Assembly;CA;2L4WC10_509_5630;310178568;900276874;HI330T;11/jun/26;3:31 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;RASGADO;L3;External Cabinet;EC;;310178519;900276820;IF44S;11/jun/26;3:35 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. DELTA T);TROCADO;L5;End of Line;EL;;310178611;900277742;IM8B;11/jun/26;3:37 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SOLTO;L3;Gas Load and Test;GLT;;310178539;924263178;TF38;11/jun/26;3:40 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;AMASSADO;L5;Cabinet Assembly;CA;2L5WC05_504_3420;310178636;900277851;IM7S;11/jun/26;3:42 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178541;924263179;TF38;11/jun/26;3:45 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;L3;Gas Load and Test;GLT;;310178539;924263178;TF38;11/jun/26;3:47 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178541;924263179;TF38;11/jun/26;3:48 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;L3;Gas Load and Test;GLT;;310178519;900276820;IF44S;11/jun/26;3:49 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;REDE ELÉTRICA DANIFICADA;L5;Cabinet Assembly;CA;2L5WC05_504_3420;310178611;900277742;IM8B;11/jun/26;3:54 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;L3;Gas Load and Test;GLT;;310178539;924263178;TF38;11/jun/26;3:54 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310174485;900276813;IF41 ;11/jun/26;3:57 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178533;924263147;IF46S;11/jun/26;3:58 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;REPROVADO FALHA TERMOPAR;L4;Gas Load and Test;GLT;;310178568;900276874;HI330T;11/jun/26;3:58 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;ENTUPIDO;ENTUPIDO;L5;Gas Load and Test;GLT;;310178635;900277851;IM7S;11/jun/26;3:58 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Adhoc;AMASSADO;AMASSADO;L3;Cabinet Assembly;CA;;310178519;900276820;IF44S;11/jun/26;3:59 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;L3;Gas Load and Test;GLT;;310178539;924263178;TF38;11/jun/26;4:08 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;QUEBRADO;QUEBRADO;L2;Internal Components;IC;;310178179;924263247;IB6S LARGE;11/jun/26;4:11 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L5;Gas Load and Test;GLT;;310178636;900277851;IM7S;11/jun/26;4:13 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;AMASSADO;L2;End of Line;EL;1L2WC11_510_8525;310178533;924263147;IF46S;11/jun/26;4:14 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;4:15 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA RETRABALHO CURVA L3;FALHA CÂMERA TESTE VAZAMENTO L3 PISO INFERIOR;L3;Inner Liner;IL;;310178539;924263178;TF38;11/jun/26;4:16 PM;T1;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;QUEBRADO;L4;Gas Load and Test;GLT;2L4WC10_509_5620;310178568;900276874;HI330T;11/jun/26;4:36 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L1;End of Line;EL;1L1WC11_510_8310;310178639;924263168;TF71B;11/jun/26;4:37 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAIDA TABLADO PISO INFERIOR L4;AMASSADO;L4;Internal Components;IC;2L4WC10_509_5630;310178568;900276874;HI330T;11/jun/26;4:38 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);MANUTENÇÃO PERFORMANCE;L4;Performance Test;PT;;310178522;900276882;FEI27;11/jun/26;4:40 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178540;924263179;TF38;11/jun/26;4:42 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L1;Freezer Door;FD;;310178534;924263164;TF70S;11/jun/26;4:46 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;L2;Gas Load and Test;GLT;;310178533;924263147;IF46S;11/jun/26;4:47 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L4;External Cabinet;EC;;310178522;900276882;FEI27;11/jun/26;4:47 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;MANUTENÇÃO TESTE ELÉTRICO;L3;Gas Load and Test;GLT;;310178519;900276820;IF44S;11/jun/26;4:50 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;;310178639;924263168;TF71B;11/jun/26;4:51 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;QUEBRADO;QUEBRADO;L2;Internal Components;IC;;310178958;924263311;IB51;11/jun/26;4:52 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;RISCADO - REPINTURA;L2;External Cabinet;EC;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;4:53 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;AMASSADO - REPINTURA;L2;External Cabinet;EC;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;4:53 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 1;VAZ PU REGIAO INFERIOR;L1;Foaming Process;FP;;310178639;924263168;TF71B;11/jun/26;4:53 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;End of Line;EL;;310178639;924263168;TF71B;11/jun/26;4:54 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;End of Line;EL;;310178534;924263164;TF70S;11/jun/26;4:54 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;AMASSADO;L2;Gas Load and Test;GLT;1L2WC11_510_8525;310178533;924263147;IF46S;11/jun/26;4:55 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L2;Refrigerator Door;RD;;310178958;924263311;IB51;11/jun/26;4:56 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA RETRABALHO CURVA L3;FALTANDO;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;4:57 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);TROCADO;L1;Internal Components;IC;;310178534;924263164;TF70S;11/jun/26;4:57 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO PERFORMANCE (T. CARGA);L3;Performance Test;PT;;310178539;924263178;TF38;11/jun/26;4:57 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;VAZAMENTO DE PU;L4;Inner Liner;IL;2L4WC10_509_5710;310178568;900276874;HI330T;11/jun/26;4:57 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;IC;;310178958;924263311;IB51;11/jun/26;4:58 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310177636;924263180;TF38S;11/jun/26;5:00 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CORRENTE);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;5:02 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO PU;L3;Freezer Door;FD;;310178519;900276820;IF44S;11/jun/26;5:07 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Cabinet Assembly;CA;;310177528;924263180;TF38S;11/jun/26;5:07 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAIDA CARROSSEL VÁCUO;QUEBRADO;L3;Internal Components;IC;;310178539;924263178;TF38;11/jun/26;5:09 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;FALTANDO;L3;Freezer Door;FD;;310178519;900276820;IF44S;11/jun/26;5:11 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO - REPINTURA;L4;External Cabinet;EC;;310178522;900276882;FEI27;11/jun/26;5:12 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;End of Line;EL;;310178171;924263016;IT70B;11/jun/26;5:15 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;FALTANDO;FALTANDO;L2;Internal Components;IC;1L2WC07_506_4510;310178958;924263311;IB51;11/jun/26;5:16 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;FALTANDO;L4;Freezer Door;FD;2L4WC10_509_5410;310178609;900276882;FEI27;11/jun/26;5:16 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;ARREBENTADA TOPO;L1;Performance Test;PT;;310178714;924263167;TF71S;11/jun/26;5:18 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;5:19 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;5:19 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO PU;L3;Freezer Door;FD;;310178519;900276820;IF44S;11/jun/26;5:20 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;RISCADO MOLDE ESPUMACAO;RISCADO MOLDE ESPUMACAO;L2;Foaming Process;FP;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:20 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;DESALINHADO;L4;Internal Components;IC;2L4WC10_509_5410;310178608;900276882;FEI27;11/jun/26;5:22 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;VAZ PU REGIAO INFERIOR;VAZ PU REGIAO INFERIOR;L2;Cabinet Assembly;CA;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:22 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;FLANGE AMASSADA;FLANGE AMASSADA;L3;Cabinet Assembly;CA;;310178160;900276819;IF44;11/jun/26;5:23 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178541;924263179;TF38;11/jun/26;5:24 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;CONEXAO SOLTA;CONEXAO SOLTA;L2;Refrigerator Door;RD;;310178958;924263311;IB51;11/jun/26;5:24 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;RISCADO MOLDE ESPUMACAO;RISCADO MOLDE ESPUMACAO;L2;Foaming Process;FP;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:25 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO PISO SUPERIOR L4;PENETRACAO DE AR;L4;Freezer Door;FD;;310178609;900276882;FEI27;11/jun/26;5:27 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310177884;900276819;IF44;11/jun/26;5:28 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;RISCADO MOLDE ESPUMACAO;RISCADO MOLDE ESPUMACAO;L2;Foaming Process;FP;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:28 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;5:29 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;1L1WC11_510_8310;310178171;924263016;IT70B;11/jun/26;5:32 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO T. SENSOR;ESPANADO;L2;Cabinet Assembly;CA;;310178533;924263147;IF46S;11/jun/26;5:37 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO PU;L3;Freezer Door;FD;;310178539;924263178;TF38;11/jun/26;5:42 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Refrigerator Door;RD;;310178519;900276820;IF44S;11/jun/26;5:44 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);CONEXAO SOLTA;L2;Internal Components;IC;;310178533;924263147;IF46S;11/jun/26;5:44 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178533;924263147;IF46S;11/jun/26;5:44 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;RISCADO MOLDE ESPUMACAO;RISCADO MOLDE ESPUMACAO;L2;Foaming Process;FP;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:45 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;AMASSADO;L3;Freezer Door;FD;;310178519;900276820;IF44S;11/jun/26;5:46 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;RISCADO MOLDE ESPUMACAO;RISCADO MOLDE ESPUMACAO;L2;Foaming Process;FP;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:48 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RACHADO;L4;Internal Components;IC;;310178609;900276882;FEI27;11/jun/26;5:48 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;VINCADO;L4;Freezer Door;FD;2L4WC10_509_5620;310178568;900276874;HI330T;11/jun/26;5:49 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L1;External Cabinet;EC;1L1WC05_504_3210;310178534;924263164;TF70S;11/jun/26;5:51 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;AMASSADO;L3;Freezer Door;FD;;310178519;900276820;IF44S;11/jun/26;5:51 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;INSPEÇÃO VISUAL NÃO CONFORME;DESLOCADO;L4;Cabinet Assembly;CA;2L4WC10_509_5620;310178568;900276874;HI330T;11/jun/26;5:51 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAIDA CARROSSEL VÁCUO;BOMBA DESLIGADA;L3;Internal Components;IC;;310178519;900276820;IF44S;11/jun/26;5:51 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;MAL CRAVADO;MAL CRAVADO;L1;Internal Components;IC;;310178534;924263164;TF70S;11/jun/26;5:53 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;REPROVADO PERFORMANCE (T. CARGA);TROCADO;L1;Internal Components;IC;;310178171;924263016;IT70B;11/jun/26;5:54 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;CONEXAO SOLTA;CONEXAO SOLTA;L2;Freezer Door;FD;;310178533;924263147;IF46S;11/jun/26;5:54 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L1;Internal Components;IC;;310178639;924263168;TF71B;11/jun/26;5:58 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;FALTANDO;FALTANDO;L2;Internal Components;IC;1L2WC11_510_8525;310178958;924263311;IB51;11/jun/26;5:58 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
Insp;SAÍDA ESPUMAÇÃO;CONECTOR AMASSADO;L1;External Cabinet;EC;1L1WC05_504_3210;310178534;924263164;TF70S;11/jun/26;5:59 PM;T2;;14,4;14,6;14,4;98;98;97;14;14,1;14;913;913;912,8;0;3;0;0;1
