NC Type;Reason Code;Root Cause;Line;Work Center;Work Center;Equipment;Order #;Product #;Description;Data_Normalizada;Hora_Normalizada;Turno;Obs Turno;Temperatura (°C) Inst.;Temperatura (°C) Máx.;Temperatura (°C) Mín.;Umidade (%) Inst.;Umidade (%) Máx.;Umidade (%) Mín.;Pto. Orvalho (°C) Inst.;Pto. Orvalho (°C) Máx.;Pto. Orvalho (°C) Mín.;Pressão (hPa) Inst.;Pressão (hPa) Máx.;Pressão (hPa) Mín.;Pressão (hPa) Vel. (m/s);Vento Dir. (°);Vento Raj. (m/s);Radiação Kj/m²;Chuva mm
Insp;REPROVADO PERFORMANCE (T. DELTA T);REPROVADO FALHA TERMOPAR;L3;Performance Test;PT;;310164796;926292853;DC35A;07/fev/26;10:11 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);TERMINAL RECUADO;L1;Cabinet Assembly;CA;;310164776;924263166;TF71S;07/fev/26;10:11 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Freezer Door;FD;1L1WC11_510_8310;310164776;924263166;TF71S;07/fev/26;10:14 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);CONECTOR COM RESIDUO DE PU;L3;Cabinet Assembly;CA;;310164785;924263194;TF44;07/fev/26;10:27 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAIDA CARROSSEL VÁCUO;BOMBA VÁCUO INSUFICIENTE - VÁCUO ALTO;L3;Internal Components;IC;;310164785;924263194;TF44;07/fev/26;10:32 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;1L1WC11_510_8310;310164776;924263166;TF71S;07/fev/26;10:43 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA RETRABALHO CURVA L3;SOLTO;L3;Internal Components;IC;;310164796;926292853;DC35A;07/fev/26;10:45 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;FLANGE RISCADO;L3;Cabinet Assembly;CA;;310164797;926292853;DC35A;07/fev/26;10:46 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Freezer Door;FD;;310164776;924263166;TF71S;07/fev/26;10:46 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;VAZ PU REGIAO INFERIOR;L1;Cabinet Assembly;CA;;310164776;924263166;TF71S;07/fev/26;10:47 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Adhoc;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L1;Gas Load and Test;GLT;;310164776;924263166;TF71S;07/fev/26;10:50 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO MOLDE ESPUMACAO;L3;Foaming Process;FP;;310164786;924263194;TF44;07/fev/26;10:52 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);REPROVADO OPERACIONAL;L3;Performance Test;PT;;310164785;924263194;TF44;07/fev/26;10:55 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310164796;926292853;DC35A;07/fev/26;10:55 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);REPROVADO FALHA TERMOPAR;L3;Performance Test;PT;;310164796;926292853;DC35A;07/fev/26;10:57 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO PERFORMANCE (T. CARGA);L1;Performance Test;PT;;310164776;924263166;TF71S;07/fev/26;11:00 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Refrigerator Door;RD;;310164785;924263194;TF44;07/fev/26;11:03 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;;310164776;924263166;TF71S;07/fev/26;11:24 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310164784;924263194;TF44;07/fev/26;11:29 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA ESPUMAÇÃO;SAÍDA ESPUMAÇÃO;L1;Internal Components;IC;1L1WC05_504_3210;310164776;924263166;TF71S;07/fev/26;11:31 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;SAÍDA TABLADO FINAL LINHA 1;L1;End of Line;EL;;310164776;924263166;TF71S;07/fev/26;11:32 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Cabinet Assembly;CA;1L1WC11_510_8310;310164776;924263166;TF71S;07/fev/26;11:36 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;MANUTENÇÃO TESTE ELÉTRICO;L3;Gas Load and Test;GLT;;310164796;926292853;DC35A;07/fev/26;11:36 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO T. SENSOR;REPROVADO T. SENSOR;L1;Performance Test;PT;1L1WC10_509_7001;310164776;924263166;TF71S;07/fev/26;11:42 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO PERFORMANCE (T. CARGA);L1;Performance Test;PT;1L1WC10_509_7001;310164776;924263166;TF71S;07/fev/26;11:42 PM;T2;;23;24,7;23;84;84;74;20,1;20,2;19,8;910,4;910,4;909,3;1,8;74;5,2;0;0
Insp;AMASSADO - REPINTURA;AMASSADO - REPINTURA;L3;Cabinet Assembly;CA;;310164786;924263194;TF44;08/fev/26;12:07 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO - REPINTURA;L1;Cabinet Assembly;CA;;310164776;924263166;TF71S;08/fev/26;12:09 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Inner Liner;IL;;310164786;924263194;TF44;08/fev/26;12:09 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L1;Cabinet Assembly;CA;1L1WC11_510_8310;310164776;924263166;TF71S;08/fev/26;12:16 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L3;Internal Components;IC;;310164786;924263194;TF44;08/fev/26;12:18 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);MAL CONECTADO;L3;Performance Test;PT;;310164784;924263194;TF44;08/fev/26;12:21 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA TABLADO FINAL LINHA 3;SOBRA DE ESPUMA;L3;Cabinet Assembly;CA;;310164786;924263194;TF44;08/fev/26;12:24 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO T. SENSOR;LED TRAVADO;L3;Freezer Door;FD;;310164786;924263194;TF44;08/fev/26;12:25 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA ESPUMAÇÃO;FALHA LEITOR INSPEÇÃO;L1;Internal Components;IC;1L1WC05_504_3210;310164776;924263166;TF71S;08/fev/26;12:26 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);L3;Performance Test;PT;;310164786;924263194;TF44;08/fev/26;12:28 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;1L1WC11_510_8310;310164776;924263166;TF71S;08/fev/26;12:31 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;L3;Gas Load and Test;GLT;;310164786;924263194;TF44;08/fev/26;12:33 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAIDA CARROSSEL VÁCUO;BOMBA VÁCUO INSUFICIENTE - VÁCUO ALTO;L3;Internal Components;IC;;310164796;926292853;DC35A;08/fev/26;12:33 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;DEFORMADO;L1;Inner Liner;IL;1L1WC11_510_8310;310164776;924263166;TF71S;08/fev/26;12:34 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CORRENTE);MAL CONECTADO;L3;Internal Components;IC;;310164796;926292853;DC35A;08/fev/26;12:35 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CARGA);LED TRAVADO;L3;Freezer Door;FD;;310164786;924263194;TF44;08/fev/26;12:39 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Performance Test;PT;;310164786;924263194;TF44;08/fev/26;12:45 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L3;Internal Components;IC;;310164796;926292853;DC35A;08/fev/26;12:47 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;;310164776;924263166;TF71S;08/fev/26;12:48 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310164796;926292853;DC35A;08/fev/26;12:49 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;PLACA INVERSORA TROCADA;PLACA INVERSORA TROCADA;L1;Internal Components;IC;;310164776;924263166;TF71S;08/fev/26;12:59 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA TABLADO FINAL LINHA 3;IMPUREZA PINTURA;L3;Refrigerator Door;RD;;310164786;924263194;TF44;08/fev/26;1:00 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L3;Internal Components;IC;;310164786;924263194;TF44;08/fev/26;1:05 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CARGA);TROCADO;L1;Internal Components;IC;;310164776;924263166;TF71S;08/fev/26;1:15 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. DELTA T);REPROVADO OPERACIONAL;L3;Performance Test;PT;;310164786;924263194;TF44;08/fev/26;1:20 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Adhoc;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L1;Gas Load and Test;GLT;;310164776;924263166;TF71S;08/fev/26;1:33 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310164795;926292853;DC35A;08/fev/26;1:47 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;REPROVADO PERFORMANCE (T. CURVA TEMPERATURA);QUEBRADO;L3;Internal Components;IC;;310164786;924263194;TF44;08/fev/26;1:59 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L1;Freezer Door;FD;1L1WC11_510_8310;310164776;924263166;TF71S;08/fev/26;1:59 AM;T2;;18,9;18,9;18,7;97;97;95;18,3;18,3;17,9;912,7;912,7;912,2;3;96;5,9;0;0,6
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;End of Line;EL;;310164776;924263166;TF71S;09/fev/26;6:16 AM;T3;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);MAL CONECTADO;L1;Internal Components;IC;;310164776;924263166;TF71S;09/fev/26;6:20 AM;T1;Inicio Turno;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L1;Internal Components;IC;;310164776;924263166;TF71S;09/fev/26;6:24 AM;T1;Inicio Turno;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);ENTUPIDO;L3;Internal Components;IC;;310164785;924263194;TF44;09/fev/26;6:27 AM;T1;Inicio Turno;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO - REPINTURA;L1;Foaming Process;FP;1L1WC11_510_8310;310164776;924263166;TF71S;09/fev/26;6:30 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;VINCADO;L1;Refrigerator Door;RD;1L1WC11_510_8310;310164776;924263166;TF71S;09/fev/26;6:33 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Refrigerator Door;RD;1L1WC11_510_8310;310164776;924263166;TF71S;09/fev/26;6:52 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);QUEBRADO;L3;Internal Components;IC;;310164786;924263194;TF44;09/fev/26;6:53 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA RETRABALHO CURVA L3;ESTRANGULADO;L3;Internal Components;IC;;310164786;924263194;TF44;09/fev/26;6:59 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;VAZAMENTO DE GÁS;L4;Internal Components;IC;2L4WC10_509_5410;310164701;896149029;RE31;09/fev/26;7:00 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;IC;1L2WC07_506_4510;310164790;924263314;IB51S;09/fev/26;7:03 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;AMASSADO;AMASSADO;L2;End of Line;EL;1L2WC11_510_8525;310164790;924263314;IB51S;09/fev/26;7:03 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;VAZAMENTO DE PU;L1;Cabinet Assembly;CA;;310164776;924263166;TF71S;09/fev/26;7:04 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;Freezer Door;FD;;310164776;924263166;TF71S;09/fev/26;7:04 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;GABINETE AMASSADO;GABINETE AMASSADO;L2;External Cabinet;EC;1L2WC11_510_8525;310164790;924263314;IB51S;09/fev/26;7:19 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L2;Internal Components;IC;1L2WC10_509_5801;310164790;924263314;IB51S;09/fev/26;7:28 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Refrigerator Door;RD;1L1WC11_510_8310;310164776;924263166;TF71S;09/fev/26;7:37 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L1;Internal Components;IC;;310163128;924263015;IT70S;09/fev/26;7:39 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO MOLDE ESPUMACAO;L4;Foaming Process;FP;2L4WC10_509_5620;310164766;920407755;HI330;09/fev/26;7:40 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;RISCADO;RISCADO;L2;End of Line;EL;1L2WC11_510_8525;310164790;924263314;IB51S;09/fev/26;7:40 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;AMASSADO;AMASSADO;L1;Refrigerator Door;RD;;310164776;924263166;TF71S;09/fev/26;7:41 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO T. SENSOR;INTERROMPIDO;L3;Cabinet Assembly;CA;;310164786;924263194;TF44;09/fev/26;7:45 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Adhoc;DESLOCADO;DESLOCADO;L4;Cabinet Assembly;CA;;310164766;920407755;HI330;09/fev/26;7:56 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);RETESTE TEMPERATURA;L3;Performance Test;PT;;310164795;926292853;DC35A;09/fev/26;7:58 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;QUEIMADO;QUEIMADO;L2;Internal Components;IC;1L2WC07_506_4510;310164790;924263314;IB51S;09/fev/26;8:06 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO T. SENSOR;FALTANDO JUMPER;L3;Internal Components;IC;;310164786;924263194;TF44;09/fev/26;8:09 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO;L3;Internal Components;IC;;310164786;924263194;TF44;09/fev/26;8:09 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;QUEIMADO;QUEIMADO;L2;Internal Components;IC;1L2WC11_510_8525;310164790;924263314;IB51S;09/fev/26;8:09 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;L4;Gas Load and Test;GLT;2L4WC10_509_5710;310163797;920407755;HI330;09/fev/26;8:11 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;Genealogy Failure;Genealogy Failure;L3;Internal Components;IC;;310164795;926292853;DC35A;09/fev/26;8:12 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;AMASSADO MOLDE ESPUMACAO;L4;Foaming Process;FP;2L4WC10_509_5630;310164766;920407755;HI330;09/fev/26;8:13 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;AMASSADO - REPINTURA;AMASSADO - REPINTURA;L2;Foaming Process;FP;1L2WC11_510_8525;310164790;924263314;IB51S;09/fev/26;8:17 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO - REPINTURA;L4;External Cabinet;EC;;310164701;896149029;RE31;09/fev/26;8:17 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;SAÍDA TABLADO FINAL LINHA 3;L3;End of Line;EL;;310164786;924263194;TF44;09/fev/26;8:18 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO;L3;Internal Components;IC;;310164786;924263194;TF44;09/fev/26;8:19 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;RISCADO;RISCADO;L1;Freezer Door;FD;;310164776;924263166;TF71S;09/fev/26;8:19 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;FALHA LEITOR INSPEÇÃO;L4;Gas Load and Test;GLT;2L4WC10_509_5630;310164766;920407755;HI330;09/fev/26;8:24 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);REPROVADO OPERACIONAL;L3;Performance Test;PT;;310164795;926292853;DC35A;09/fev/26;8:24 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SEM CRAVAR;SEM CRAVAR;L2;Internal Components;IC;1L2WC07_506_4510;310164790;924263314;IB51S;09/fev/26;8:29 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAÍDA RETRABALHO CURVA L3;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310164786;924263194;TF44;09/fev/26;8:31 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L4;Internal Components;IC;2L4WC10_509_5620;310164766;920407755;HI330;09/fev/26;8:31 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;RETESTE TEMPERATURA;RETESTE TEMPERATURA;L2;Performance Test;PT;;310164790;924263314;IB51S;09/fev/26;8:36 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;AMASSADO MOLDE ESPUMACAO;L4;Foaming Process;FP;2L4WC10_509_5630;310164766;920407755;HI330;09/fev/26;8:42 AM;T1;;19,6;19,9;19,6;89;90;89;17,7;18,1;17,7;912,4;912,5;912,1;2,4;92;5,1;0;0
