NC Type;Reason Code;Root Cause;L;Work Center;Order #;Product #;Description;Data_Normalizada;Hora_Normalizada;Turno;Obs Turno;Temperatura (°C) Inst.;Temperatura (°C) Máx.;Temperatura (°C) Mín.;Umidade (%) Inst.;Umidade (%) Máx.;Umidade (%) Mín.;Pto. Orvalho (°C) Inst.;Pto. Orvalho (°C) Máx.;Pto. Orvalho (°C) Mín.;Pressão (hPa) Inst.;Pressão (hPa) Máx.;Pressão (hPa) Mín.;Pressão (hPa) Vel. (m/s);Vento Dir. (°);Vento Raj. (m/s);Radiação Kj/m²;Chuva mm
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;SEM REGISTRO TESTE ELÉTRICO;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;6:29 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;SEM REGISTRO TESTE DELTA T;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;6:44 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;TERMOPAR DESNONECTADO;L4;Internal Components;310160576;920407755;HI330;05/jan/26;6:51 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;AMASSADO;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;6:55 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO T. SENSOR;SOLTO;L1;Performance Test;310160485;924263164;TF70S;05/jan/26;7:03 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;7:08 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;AMASSADO;L5;Refrigerator Door;310160572;900277738;IM8S;05/jan/26;7:08 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;DEFORMADO;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;7:09 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;DESLOCADO;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;7:12 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;BOMBA DESLIGADA;L4;Internal Components;310160576;920407755;HI330;05/jan/26;7:15 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;7:18 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);FIAÇÃO INVERTIDA;L1;Internal Components;310160485;924263164;TF70S;05/jan/26;7:22 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;BOMBA DESLIGADA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;7:27 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;VAZAMENTO DE PU;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;7:32 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO REG 2 - REPINTURA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;7:36 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L1;Foaming Process;310160485;924263164;TF70S;05/jan/26;7:39 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;FALTANDO SOLDA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;7:42 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);RESET PLACA POTÊNCIA;L1;Internal Components;310160485;924263164;TF70S;05/jan/26;7:49 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SAIDA TABLADO PISO INFERIOR L4;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;7:50 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;RISCADO;L4;Freezer Door;310160576;920407755;HI330;05/jan/26;7:54 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;RISCADO;L4;Internal Components;310160576;920407755;HI330;05/jan/26;8:09 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;FURACAO DESLOCADA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;8:10 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;AMASSADO;L5;Freezer Door;310160572;900277738;IM8S;05/jan/26;8:20 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);VAZAMENTO DE GÁS;L5;Gas Load and Test;310160360;900277743;IM8B;05/jan/26;8:24 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;8:27 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;VAZAMENTO DE PU;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;8:34 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;FALHA CONEXÃO TI;L4;Internal Components;310160576;920407755;HI330;05/jan/26;8:35 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;CRAVAMENTO;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;8:35 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;INSPEÇÃO VISUAL NÃO CONFORME;L2;End of Line;310160580;924263002;IB7S;05/jan/26;8:51 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO FALHA TERMOPAR;L1;Performance Test;310160485;924263164;TF70S;05/jan/26;9:04 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO REG 2 - REPINTURA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;9:05 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Refrigerator Door;310160485;924263164;TF70S;05/jan/26;9:18 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;VAZAMENTO DE PU;VAZAMENTO DE PU;L2;Foaming Process;310160580;924263002;IB7S;05/jan/26;9:19 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SAIDA TABLADO PISO INFERIOR L4;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;9:21 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SOLTO;L2;Internal Components;310160583;924263145;IF46;05/jan/26;9:32 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;RISCADO - REPINTURA;RISCADO - REPINTURA;L2;Cabinet Assembly;310160580;924263002;IB7S;05/jan/26;9:49 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;RACHADO;RACHADO;L2;Refrigerator Door;310160580;924263002;IB7S;05/jan/26;9:50 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;9:55 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;AMASSADO;L2;Refrigerator Door;310160580;924263002;IB7S;05/jan/26;9:56 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;AMASSADO;L2;Internal Components;310160583;924263145;IF46;05/jan/26;9:57 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;AMASSADO;L4;Internal Components;310160462;920407755;HI330;05/jan/26;10:21 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;VÁLVULA FROUXA;L4;Internal Components;310160576;920407755;HI330;05/jan/26;10:50 AM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;310160583;924263145;IF46;05/jan/26;10:55 AM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;VINCADO REPINTURA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;11:00 AM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;FURACAO DESLOCADA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;11:09 AM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;RISCADO;RISCADO;L2;End of Line;310160583;924263145;IF46;05/jan/26;12:02 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);SOLTO;L2;Internal Components;310160583;924263145;IF46;05/jan/26;12:10 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;310160583;924263145;IF46;05/jan/26;12:13 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;BOMBA DESLIGADA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;12:16 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;VINCADO;L5;External Cabinet;310160572;900277738;IM8S;05/jan/26;12:30 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;DESALINHADO;DESALINHADO;L2;Cabinet Assembly;310160583;924263145;IF46;05/jan/26;12:30 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;QUEBRADO;L4;Freezer Door;310160576;920407755;HI330;05/jan/26;12:34 PM;T1;Refeição;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Adhoc;RISCADO - REPINTURA;RISCADO - REPINTURA;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;12:41 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;DESLOCADO;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;12:43 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;12:48 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SEM REGISTRO TESTE ELÉTRICO;SEM CRAVAR;L2;Internal Components;310160583;924263145;IF46;05/jan/26;12:52 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SAIDA TABLADO PISO INFERIOR L4;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;12:54 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;AMASSADO - REPINTURA;AMASSADO - REPINTURA;L2;End of Line;310160477;924263003;IB7S;05/jan/26;12:54 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;FALTANDO SOLDA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;12:55 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);INTERROMPIDO;L2;Internal Components;310160583;924263145;IF46;05/jan/26;1:05 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);UMIDADE SISTEMA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:14 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);UMIDADE SISTEMA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;1:15 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);UMIDADE SISTEMA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:15 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);UMIDADE SISTEMA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:16 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:22 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;AMASSADO;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:30 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA ESPUMAÇÃO;AMASSADO;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;1:30 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;RETESTE TEMPERATURA;RETESTE TEMPERATURA;L2;Performance Test;310160583;924263145;IF46;05/jan/26;1:33 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA TESTE VAZAMENTO DELTA T L4;AMBIENTE CONTAMINAÇÃO GÁS;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;1:35 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;DESALINHADO;L2;Cabinet Assembly;310160583;924263145;IF46;05/jan/26;1:37 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA CONEXÃO TI;FALHA CONEXÃO TI;L2;Gas Load and Test;310160583;924263145;IF46;05/jan/26;1:40 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;DOME - CONSULTA DOME;L4;Internal Components;310160576;920407755;HI330;05/jan/26;1:40 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SAIDA TABLADO PISO INFERIOR L4;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;1:55 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Adhoc;VAZAMENTO DE PU;VAZAMENTO DE PU;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;2:09 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;2:10 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;IMPUREZA PINTURA;IMPUREZA PINTURA;L2;Freezer Door;310160583;924263145;IF46;05/jan/26;2:22 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;2:51 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA CARROSSEL VÁCUO;FALTANDO SOLDA;L5;Gas Load and Test;310160572;900277738;IM8S;05/jan/26;2:53 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;RISCADO - REPINTURA;RISCADO - REPINTURA;L2;End of Line;310160583;924263145;IF46;05/jan/26;2:54 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SAÍDA TABLADO ENTRADA PERFORMANCE L2;L2;Gas Load and Test;310160583;924263145;IF46;05/jan/26;3:03 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA RETRABALHO CURVA L4;ESTRANGULADO;L4;Cabinet Assembly;310160576;920407755;HI330;05/jan/26;3:04 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;RETESTE TEMPERATURA;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;3:05 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;NÃO GELA;L4;Internal Components;310160576;920407755;HI330;05/jan/26;3:15 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;310160583;924263145;IF46;05/jan/26;3:16 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SAIDA TABLADO PISO INFERIOR L4;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;3:17 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Adhoc;RASGADO;RASGADO;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;3:17 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO CARGA DE GÁS L2;FALHA DE LEITURA CARGA DE GÁS (ETIQUETA);L2;Cabinet Assembly;310160583;924263145;IF46;05/jan/26;3:17 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;GABINETE AMASSADO;GABINETE AMASSADO;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;3:32 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;DEFORMADO;DEFORMADO;L2;Inner Liner;310160583;924263145;IF46;05/jan/26;3:32 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;GABINETE AMASSADO;GABINETE AMASSADO;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;3:36 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;AMASSADO;AMASSADO;L2;Foaming Process;310160583;924263145;IF46;05/jan/26;3:39 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L4;Freezer Door;310160576;920407755;HI330;05/jan/26;3:40 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);UMIDADE SISTEMA;L5;Cabinet Assembly;310160572;900277738;IM8S;05/jan/26;3:43 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;REPROVADO T. SENSOR;CONECTOR AMASSADO;L2;Refrigerator Door;310160583;924263145;IF46;05/jan/26;3:45 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;FALHA DE LEITURA CARGA DE GÁS (ETIQUETA);L2;Cabinet Assembly;310160583;924263145;IF46;05/jan/26;4:02 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;SAÍDA TABLADO FINAL LINHA 2;L2;End of Line;310160583;924263145;IF46;05/jan/26;4:05 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;AMASSADO;AMASSADO;L2;End of Line;310160583;924263145;IF46;05/jan/26;4:08 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L5;Refrigerator Door;310160573;900277738;IM8S;05/jan/26;4:16 PM;T1;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L4;External Cabinet;310160576;920407755;HI330;05/jan/26;4:41 PM;T2;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;DESALINHADO;L4;Internal Components;310160576;920407755;HI330;05/jan/26;4:54 PM;T2;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;310160576;920407755;HI330;05/jan/26;5:01 PM;T2;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;310160583;924263145;IF46;05/jan/26;5:09 PM;T2;;15,4;15,6;15,2;84;86;84;12,7;13;12,5;913,1;913,1;912,5;3,2;96;8,1;0;0
