NC Type;Reason Code;Root Cause;L;Work Center;Order #;Product #;Description;Data_Normalizada;Hora_Normalizada;Turno;Obs Turno;Temperatura (°C) Inst.;Temperatura (°C) Máx.;Temperatura (°C) Mín.;Umidade (%) Inst.;Umidade (%) Máx.;Umidade (%) Mín.;Pto. Orvalho (°C) Inst.;Pto. Orvalho (°C) Máx.;Pto. Orvalho (°C) Mín.;Pressão (hPa) Inst.;Pressão (hPa) Máx.;Pressão (hPa) Mín.;Pressão (hPa) Vel. (m/s);Vento Dir. (°);Vento Raj. (m/s);Radiação Kj/m²;Chuva mm
Insp;AMASSADO;AMASSADO;L2;Cabinet Assembly;310177730;900276816;IF41B;03/jun/26;4:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;RACHADO;RACHADO;L2;Cabinet Assembly;310177730;900276816;IF41B;03/jun/26;4:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;MANUTENÇÃO PERFORMANCE;L2;Performance Test;310177730;900276816;IF41B;03/jun/26;4:53 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;REPROVADO PERFORMANCE (T. CARGA);L2;Performance Test;310177730;900276816;IF41B;03/jun/26;4:55 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Adhoc;MAL ENCAIXADO;MAL ENCAIXADO;L2;Cabinet Assembly;310177751;924263314;IB51S;03/jun/26;4:56 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;VAZ PU REGIAO SUPERIOR;L5;Cabinet Assembly;310177739;900277830;IM7S;03/jun/26;4:56 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;4:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);TROCADO;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;5:03 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;SOLTO;L4;Gas Load and Test;310177734;900276876;HI550T;03/jun/26;5:07 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;SOLTO;L2;End of Line;310177751;924263314;IB51S;03/jun/26;5:11 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;5:13 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE PU;L3;Refrigerator Door;310177746;924263180;TF38S;03/jun/26;5:14 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;FALTANDO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;5:15 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;QUEBRADO;L5;Gas Load and Test;310177738;900277738;IM8S;03/jun/26;5:15 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);RESET PLACA POTÊNCIA;L2;Performance Test;310176335;900276817;IF41B;03/jun/26;5:18 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);REPROVADO OPERACIONAL;L3;Performance Test;310177746;924263180;TF38S;03/jun/26;5:19 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;PLACA INVERSORA TROCADA;PLACA INVERSORA TROCADA;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;5:20 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO - REPINTURA;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;5:20 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FALHA FUNCIONAL TESTE DELTA T LINHA 4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;310177734;900276876;HI550T;03/jun/26;5:21 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;FALHA NA SOLDA;L4;Internal Components;310177735;900276881;FEI23;03/jun/26;5:22 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;FRESTA;L3;Cabinet Assembly;310177746;924263180;TF38S;03/jun/26;5:23 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;AMASSADO;L5;Freezer Door;310177738;900277738;IM8S;03/jun/26;5:25 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;AMASSADO;L5;Gas Load and Test;310177738;900277738;IM8S;03/jun/26;5:26 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);UMIDADE SISTEMA;L2;Performance Test;310177751;924263314;IB51S;03/jun/26;5:26 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;CONECTOR AMASSADO;L5;Cabinet Assembly;310177738;900277738;IM8S;03/jun/26;5:35 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;CONEXAO SOLTA;CONEXAO SOLTA;L2;Refrigerator Door;310177751;924263314;IB51S;03/jun/26;5:37 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Adhoc;FALHA PINTURA;FALHA PINTURA;L2;Cabinet Assembly;310177751;924263314;IB51S;03/jun/26;5:38 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FORA DE POSIÇÃO;FORA DE POSIÇÃO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;5:46 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);CONEXAO SOLTA;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;5:47 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;INSPEÇÃO VISUAL NÃO CONFORME;L2;End of Line;310177730;900276816;IF41B;03/jun/26;5:49 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;VAZ PU REGIAO SUPERIOR;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;5:49 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;VAZ PU REGIAO SUPERIOR;L5;Cabinet Assembly;310177740;900277830;IM7S;03/jun/26;5:50 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;TERMINAL RECUADO;L5;Cabinet Assembly;310177739;900277830;IM7S;03/jun/26;5:50 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;5:51 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;VAZAMENTO DE PU;L5;Cabinet Assembly;310177740;900277830;IM7S;03/jun/26;5:51 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO - REPINTURA;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;5:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;VAZAMENTO DE PU;VAZAMENTO DE PU;L2;Freezer Door;310177730;900276816;IF41B;03/jun/26;5:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);RETESTE TEMPERATURA;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;5:53 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);REPROVADO PERFORMANCE (T. DELTA T);L5;Performance Test;310177739;900277830;IM7S;03/jun/26;5:58 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FORA DE POSIÇÃO;FORA DE POSIÇÃO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;5:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);UMIDADE SISTEMA;L2;Performance Test;310177751;924263314;IB51S;03/jun/26;5:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;QUEBRADO;L4;Gas Load and Test;310177734;900276876;HI550T;03/jun/26;5:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;CONECTOR AMASSADO;L5;Cabinet Assembly;310177739;900277830;IM7S;03/jun/26;5:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FALHA TESTE VAZAMENTO DELTA T L4;AMBIENTE CONTAMINAÇÃO GÁS;L4;Internal Components;310177734;900276876;HI550T;03/jun/26;6:01 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FORA DE POSIÇÃO;FORA DE POSIÇÃO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;6:01 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;AMASSADO;AMASSADO;L2;Internal Components;310177750;924263314;IB51S;03/jun/26;6:02 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;CONEXAO SOLTA;CONEXAO SOLTA;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;6:02 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Cabinet Assembly;310177746;924263180;TF38S;03/jun/26;6:03 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;AMASSADO;AMASSADO;L2;Gas Load and Test;310177751;924263314;IB51S;03/jun/26;6:06 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;AMASSADO;L5;Freezer Door;310177740;900277830;IM7S;03/jun/26;6:07 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;VAZAMENTO DE PU;L5;Cabinet Assembly;310177740;900277830;IM7S;03/jun/26;6:09 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;QUEBRADO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;6:10 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L2;Freezer Door;310177730;900276816;IF41B;03/jun/26;6:10 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FINO;FINO;L2;Cabinet Assembly;310177730;900276816;IF41B;03/jun/26;6:13 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;QUEBRADO;L4;Internal Components;310177735;900276881;FEI23;03/jun/26;6:15 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;L4;Gas Load and Test;310177735;900276881;FEI23;03/jun/26;6:16 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310177738;900277738;IM8S;03/jun/26;6:18 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;RACHADO;RACHADO;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;6:23 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;TROCADO;L4;Gas Load and Test;310177735;900276881;FEI23;03/jun/26;6:23 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;RACHADO;RACHADO;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;6:26 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RACHADO;L4;Internal Components;310177735;900276881;FEI23;03/jun/26;6:31 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L4;Inner Liner;310177735;900276881;FEI23;03/jun/26;6:31 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);ENTUPIDO;L4;Cabinet Assembly;310177735;900276881;FEI23;03/jun/26;6:33 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;L2;Gas Load and Test;310177751;924263314;IB51S;03/jun/26;6:42 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;6:42 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;VAZ PU REGIAO SUPERIOR;L5;Cabinet Assembly;310177740;900277830;IM7S;03/jun/26;6:44 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;L2;Gas Load and Test;310177730;900276816;IF41B;03/jun/26;6:48 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;6:53 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310177738;900277738;IM8S;03/jun/26;7:03 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;AMASSADO;L5;Refrigerator Door;310177739;900277830;IM7S;03/jun/26;7:06 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;UMIDADE SISTEMA;UMIDADE SISTEMA;L2;Performance Test;310177751;924263314;IB51S;03/jun/26;7:07 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SOLTO;SOLTO;L2;Gas Load and Test;310177730;900276816;IF41B;03/jun/26;7:07 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INTERROMPIDO;INTERROMPIDO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;7:10 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO COMPRESSOR TROCADO;REPROVADO COMPRESSOR TROCADO;L5;Gas Load and Test;310177740;900277830;IM7S;03/jun/26;7:10 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;AMASSADO MOLDE ESPUMACAO;AMASSADO MOLDE ESPUMACAO;L2;Freezer Door;310177730;900276816;IF41B;03/jun/26;7:12 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO TESTE ELÉTRICO AUTOMÁTICO;SOLTO;L4;Gas Load and Test;310177626;900276881;FEI23;03/jun/26;7:16 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CORRENTE);ENTUPIDO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;7:18 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;DEFORMADO;L5;Cabinet Assembly;310177739;900277830;IM7S;03/jun/26;7:22 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;MANUTENÇÃO PERFORMANCE;L2;Performance Test;310177730;900276816;IF41B;03/jun/26;7:24 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L5;Refrigerator Door;310177737;900277738;IM8S;03/jun/26;7:24 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO - REPINTURA;L4;External Cabinet;310177735;900276881;FEI23;03/jun/26;7:25 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAIDA CARROSSEL VÁCUO;BOMBA VÁCUO INSUFICIENTE - VÁCUO ALTO;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;7:26 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FALTANDO;FALTANDO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;7:26 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;ABA AMASSADO;L3;Cabinet Assembly;310177746;924263180;TF38S;03/jun/26;7:29 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO PISO SUPERIOR L4;AMASSADO;L4;Inner Liner;310177735;900276881;FEI23;03/jun/26;7:31 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SOLTO;SOLTO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;7:31 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;FALHA TESTE VAZAMENTO AUTOMÁTICO;AMBIENTE CONTAMINAÇÃO GÁS;L2;End of Line;310177751;924263314;IB51S;03/jun/26;7:34 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);UMIDADE SISTEMA;L2;Performance Test;310177751;924263314;IB51S;03/jun/26;7:35 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);UMIDADE SISTEMA;L2;Performance Test;310177751;924263314;IB51S;03/jun/26;7:35 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;DEFORMADO;DEFORMADO;L2;Cabinet Assembly;310177730;900276816;IF41B;03/jun/26;7:39 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;RISCADO;RISCADO;L2;Refrigerator Door;310177751;924263314;IB51S;03/jun/26;7:42 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;ENTUPIDO;ENTUPIDO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;7:44 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;TROCADO;TROCADO;L2;Internal Components;310177730;900276816;IF41B;03/jun/26;7:45 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;MAL CONECTADO;MAL CONECTADO;L2;Internal Components;310177751;924263314;IB51S;03/jun/26;7:50 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;TRAVADO;TRAVADO;L2;Internal Components;310177731;900276816;IF41B;03/jun/26;7:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L5;Cabinet Assembly;310177740;900277830;IM7S;03/jun/26;7:52 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO - REPINTURA;L4;External Cabinet;310177735;900276881;FEI23;03/jun/26;7:56 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L5;End of Line;310177738;900277738;IM8S;03/jun/26;7:57 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;SOLTO;L3;Performance Test;310177732;900276818;IF44;03/jun/26;7:58 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SAÍDA TABLADO ENTRADA PERFORMANCE L2;L2;Gas Load and Test;310177751;924263314;IB51S;03/jun/26;7:58 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;CONECTOR COM RESIDUO DE PU;CONECTOR COM RESIDUO DE PU;L2;Cabinet Assembly;310177730;900276816;IF41B;03/jun/26;7:58 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;CONEXAO SOLTA;CONEXAO SOLTA;L2;Refrigerator Door;310177751;924263314;IB51S;03/jun/26;7:59 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO T. SENSOR;MAL CONECTADO;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;8:03 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE PU;L3;Refrigerator Door;310177746;924263180;TF38S;03/jun/26;8:04 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);MAL CONECTADO;L3;Internal Components;310177746;924263180;TF38S;03/jun/26;8:06 PM;T2;;12,2;12,2;11,9;88;90;88;10,3;10,4;10,2;920,8;921;920,7;1,6;73;3,5;0;0
